Departamento;2020
;
Colón;78.535
Concordia ;192.924
Diamante;51.782
Federación;84.769
Federal;28.358
Feliciano;16.571
Gualeguay;59.130
Gualeguaychú;125.501
Islas del Ibicuy;13.527
La Paz;72.378
Nogoyá;41.427
Paraná;379.856
San Salvador ;20.018
Tala;26.686
Uruguay;114.198
Victoria;39.974
Villaguay ;52.876
