Departamento;2020
;
Colón;77.039
Concordia ;191.117
Diamante;51.384
Federación;83.341
Federal;28.189
Feliciano;16.468
Gualeguay;58.565
Gualeguaychú;124.231
Islas del Ibicuy;13.420
La Paz;72.051
Nogoyá;41.304
Paraná;376.912
San Salvador ;19.804
Tala;26.659
Uruguay;113.161
Victoria;39.665
Villaguay ;52.651
